Nuskaityti duomenis į atmintį iš .csv tipo failo:
SCHOOL_NAME; CHILDS_COUNT; TYPE_ID; LAN_ID; TYPE_LABEL; LAN_LABEL; DARZ_ID; FREE_SPACE; 
"Geniukų kalvė"; 45; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 50; 0; 
"Geniukų kalvė"; 45; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 50; 0; 
Gelvonėlis; 50; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 51; 0; 
Gelvonėlis; 19; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 51; 0; 
Gelvonėlis; 20; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 51; 0; 
Gelvonėlis; 20; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 51; 0; 
Gelvonėlis; 6; 16; 1; "Nuo 4 iki 7 metų"; Lietuvių; 51; 2; 
Gelvonėlis; 19; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 51; 0; 
"Gervelė (Dzūkų g. 32)"; 24; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 52; 0; 
"Gervelė (Dzūkų g. 32)"; 7; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 52; 1; 
"Gervelė (Dzūkų g. 32)"; 26; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 52; 1; 
"Gervelė (Dzūkų g. 32)"; 23; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 52; 0; 
"Gervelė (Dzūkų g. 32)"; 4; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 52; 1; 
"Gervelė (Dzūkų g. 32)"; 15; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 52; 0; 
"Gervelė (Dzūkų g. 32)"; 14; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 52; 0; 
Gilužis; 61; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 53; 0; 
Gilužis; 110; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 53; 0; 
Gilužis; 46; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 53; 0; 
Gilužis; 46; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 53; 0; 
Gilužis; 111; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 53; 0; 
"Gintarėlis (Didlaukio g. 35)"; 72; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 46; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 23; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 57; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 23; 10; 1; "Nuo 3 iki 5 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 88; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 46; 14; 1; "Nuo 3 iki 6 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 60; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 2; 19; 1; "Nuo 2 iki 5 metų"; Lietuvių; 54; 0; 
"Gintarėlis (Didlaukio g. 35)"; 0; 28; 1; "Nuo 1 iki 7 metų"; Lietuvių; 54; 1; 
Giraitė; 78; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 55; 0; 
Giraitė; 43; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 55; 0; 
Giraitė; 47; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 55; 0; 
Giraitė; 24; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 55; 0; 
Giraitė; 20; 10; 1; "Nuo 3 iki 5 metų"; Lietuvių; 55; 0; 
Giraitė; 62; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 55; 0; 
Giraitė; 42; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 55; 0; 
Giraitė; 1; 28; 1; "Nuo 1 iki 7 metų"; Lietuvių; 55; 0; 
Gudrutis; 35; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 56; 0; 
Gudrutis; 20; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 56; 0; 
Gudrutis; 22; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 56; 0; 
Gudrutis; 2; 10; 1; "Nuo 3 iki 5 metų"; Lietuvių; 56; 0; 
Gudrutis; 21; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 56; 0; 
Gudrutis; 49; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 56; 0; 
Gudrutis; 0; 28; 1; "Nuo 1 iki 7 metų"; Lietuvių; 56; 1; 
Jovarėlis; 59; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 57; 0; 
Jovarėlis; 14; 4; 1; "Nuo 3 iki 7 metų"; Lietuvių; 57; 3; 
Jovarėlis; 45; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 57; 0; 
Jovarėlis; 45; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 57; 0; 
Jovarėlis; 23; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 57; 0; 
Jovarėlis; 89; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 57; 0; 
Jovarėlis; 31; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 57; 0; 
Jurginėlis; 93; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 58; 0; 
Jurginėlis; 18; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 58; 0; 
Jurginėlis; 67; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 58; 0; 
Jurginėlis; 24; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 58; 0; 
Jurginėlis; 58; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 58; 0; 
Jurginėlis; 14; 12; 1; "Nuo 2 iki 3 metų"; Lietuvių; 58; 0; 
Jurginėlis; 33; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 58; 0; 
Jurginėlis; 2; 19; 1; "Nuo 2 iki 5 metų"; Lietuvių; 58; 0; 
Karusėlė; 22; 4; 1; "Nuo 3 iki 7 metų"; Lietuvių; 59; 0; 
Karusėlė; 30; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 59; 2; 
Karusėlė; 22; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 59; 0; 
Karusėlė; 45; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 59; 0; 
Karusėlė; 8; 16; 1; "Nuo 4 iki 7 metų"; Lietuvių; 59; 5; 
Kaštonas; 20; 10; 1; "Nuo 3 iki 5 metų"; Lietuvių; 60; 0; 
Kaštonas; 21; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 60; 0; 
Krivūlė; 55; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 61; 0; 
Krivūlė; 42; 10; 1; "Nuo 3 iki 5 metų"; Lietuvių; 61; 0; 
Krivūlė; 58; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 61; 0; 
Krivūlė; 22; 13; 1; "Nuo 4 iki 6 metų"; Lietuvių; 61; 0; 
Krivūlė; 36; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 61; 0; 
Krivūlė; 24; 20; 1; "Nuo 2 iki 6 metų"; Lietuvių; 61; 0; 
Kodėlčiukas; 144; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 62; 0; 
Kodėlčiukas; 45; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 62; 3; 
Kodėlčiukas; 77; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 62; 0; 
Kodėlčiukas; 61; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 62; 1; 
Kodėlčiukas; 48; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 62; 0; 
Kodėlčiukas; 61; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 62; 0; 
Kodėlčiukas; 0; 28; 1; "Nuo 1 iki 7 metų"; Lietuvių; 62; 1; 
Lakštingala; 75; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 66; 0; 
Lakštingala; 35; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 66; 6; 
Lakštingala; 64; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 66; 0; 
Lakštingala; 40; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 66; 0; 
Lakštingala; 49; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 66; 0; 
Lakštingala; 5; 16; 1; "Nuo 4 iki 7 metų"; Lietuvių; 66; 2; 
Lakštingala; 64; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 66; 7; 
Lazdynėlis; 47; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 68; 0; 
Lazdynėlis; 94; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 68; 0; 
Lazdynėlis; 24; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 68; 0; 
Lazdynėlis; 75; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 68; 0; 
Lazdynėlis; 16; 16; 1; "Nuo 4 iki 7 metų"; Lietuvių; 68; 5; 
Liepsnelė; 16; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 69; 0; 
Liepsnelė; 24; 14; 1; "Nuo 3 iki 6 metų"; Lietuvių; 69; 1; 
Liepsnelė; 1; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 69; 0; 
"Lokiuko giraitė"; 89; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 71; 0; 
"Lokiuko giraitė"; 63; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 71; 0; 
"Lokiuko giraitė"; 46; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 71; 0; 
"Lokiuko giraitė"; 1; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 71; 4; 
"Lokiuko giraitė"; 42; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 71; 0; 
"Lokiuko giraitė"; 1; 13; 1; "Nuo 4 iki 6 metų"; Lietuvių; 71; 1; 
"Lokiuko giraitė"; 59; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 71; 0; 
Markučiai; 56; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 72; 0; 
Markučiai; 10; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 72; 0; 
Markučiai; 41; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 72; 0; 
Markučiai; 49; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 72; 0; 
Markučiai; 20; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 72; 1; 
Markučiai; 19; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 72; 0; 
Markučiai; 6; 14; 1; "Nuo 3 iki 6 metų"; Lietuvių; 72; 0; 
Markučiai; 21; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 72; 0; 
Mažylis; 50; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 73; 0; 
Mažylis; 9; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 73; 0; 
Mažylis; 20; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 73; 0; 
Mažylis; 22; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 73; 0; 
Mažylis; 22; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 73; 0; 
Mažylis; 23; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 73; 0; 
Medynėlis; 139; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 74; 0; 
Medynėlis; 83; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 74; 0; 
Medynėlis; 46; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 74; 0; 
Medynėlis; 54; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 74; 1; 
Medynėlis; 21; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 74; 3; 
Medynėlis; 22; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 74; 0; 
Medynėlis; 23; 13; 1; "Nuo 4 iki 6 metų"; Lietuvių; 74; 0; 
Medynėlis; 1; 28; 1; "Nuo 1 iki 7 metų"; Lietuvių; 74; 1; 
Molinukas; 56; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 75; 0; 
Molinukas; 25; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 75; 0; 
Molinukas; 23; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 75; 0; 
Molinukas; 1; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 75; 2; 
Molinukas; 23; 14; 1; "Nuo 3 iki 6 metų"; Lietuvių; 75; 0; 
Molinukas; 19; 16; 1; "Nuo 4 iki 7 metų"; Lietuvių; 75; 0; 
"Naminukas (Smėlio g. 13)"; 26; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 76; 3; 
"Naminukas (Smėlio g. 13)"; 23; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 76; 0; 
"Naminukas (Smėlio g. 13)"; 1; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 76; 0; 
"Naminukas (Smėlio g. 13)"; 20; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 76; 0; 
"Naminukas (Smėlio g. 13)"; 34; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 76; 4; 
Nykštukas; 122; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 78; 0; 
Nykštukas; 65; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 78; 0; 
Nykštukas; 50; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 78; 0; 
Nykštukas; 46; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 78; 0; 
Nykštukas; 32; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 78; 0; 
Ozas; 86; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 79; 0; 
Ozas; 4; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 79; 0; 
Ozas; 48; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 79; 0; 
Ozas; 68; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 79; 0; 
Ozas; 60; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 79; 0; 
Ozas; 50; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 79; 0; 
Pabiručiai; 82; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 80; 0; 
Pabiručiai; 22; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 80; 0; 
Pabiručiai; 44; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 80; 0; 
Pabiručiai; 38; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 80; 0; 
Pabiručiai; 0; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 80; 6; 
Pabiručiai; 33; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 80; 0; 
Pabiručiai; 18; 12; 1; "Nuo 2 iki 3 metų"; Lietuvių; 80; 0; 
Pabiručiai; 2; 13; 1; "Nuo 4 iki 6 metų"; Lietuvių; 80; 0; 
Pabiručiai; 36; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 80; 0; 
Pabiručiai; 0; 28; 1; "Nuo 1 iki 7 metų"; Lietuvių; 80; 1; 
Pagrandukas; 34; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 81; 0; 
Pagrandukas; 2; 4; 1; "Nuo 3 iki 7 metų"; Lietuvių; 81; 0; 
Pagrandukas; 5; 6; 1; "Nuo 3 iki 4 metų"; Lietuvių; 81; 0; 
Pagrandukas; 23; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 81; 0; 
Pagrandukas; 11; 8; 1; "Nuo 5 iki 6 metų"; Lietuvių; 81; 0; 
Pagrandukas; 0; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 81; 0; 
Pagrandukas; 22; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 81; 0; 
Pagrandukas; 26; 14; 1; "Nuo 3 iki 6 metų"; Lietuvių; 81; 0; 
Pagrandukas; 41; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 81; 0; 
Pakalnutė; 65; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 82; 0; 
Pakalnutė; 2; 9; 1; "Nuo 6 iki 7 metų"; Lietuvių; 82; 4; 
Pakalnutė; 52; 10; 1; "Nuo 3 iki 5 metų"; Lietuvių; 82; 0; 
Pakalnutė; 24; 11; 1; "Nuo 5 iki 7 metų"; Lietuvių; 82; 0; 
Pakalnutė; 19; 13; 1; "Nuo 4 iki 6 metų"; Lietuvių; 82; 0; 
Pakalnutė; 52; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 82; 0; 
Panerių; 16; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 83; 18; 
Panerių; 23; 16; 1; "Nuo 4 iki 7 metų"; Lietuvių; 83; 1; 
Panerių; 20; 18; 1; "Nuo 2 iki 4 metų"; Lietuvių; 83; 0; 
Papartis; 60; 3; 1; "Nuo 1,5 iki 3 metų"; Lietuvių; 84; 0; 
Papartis; 47; 7; 1; "Nuo 4 iki 5 metų"; Lietuvių; 84; 0; 
